O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,CHINNAMMAL. C,Dravida Munnetra Kazhagam,73463,1299,74762,37.07
2,BALACHANDRAN. P,Desiya Murpokku Dravida Kazhagam,3384,33,3417,1.69
3,RAJU. K,All India Anna Dravida Munnetra Kazhagam,83586,297,83883,41.59
4,KARTHIKEYAN. R,Akhil Bharat Hindu Mahasabha,315,3,318,0.16
5,SULTHAN BADUSHA. J,Anna MGR Dravida Makkal Kalgam,79,0,79,0.04
6,NAGAJOTHI. K,Tamil Nadu Ilangyar Katchi,2483,26,2509,1.24
7,MUNIYASAMY. V,Makkal Needhi Maiam,15749,100,15849,7.86
8,VETRIKUMARAN. C,Naam Tamilar Katchi,18133,91,18224,9.04
9,ARASU THIRUVALAVAN. K. K,Independent,96,1,97,0.05
10,ANBUMANIKANDANTAMILSOORIYAN.K,Independent,73,0,73,0.04
11,SULTHAN BASHA. K,Independent,43,1,44,0.02
12,SEBASTHIYAN. B,Independent,49,0,49,0.02
13,PREMKUMAR. M,Independent,122,0,122,0.06
14,RAMU. N,Independent,368,0,368,0.18
15,VENKATESAN. M,Independent,126,0,126,0.06
16,NOTA,None of the Above,1757,17,1774,0.88
