O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,D. CHANDRA PRABU,Bahujan Samaj Party,474,4,478,0.26
2,K.A. PANDIAN,All India Anna Dravida Munnetra Kazhagam,90523,1438,91961,50.16
3,S. ABDUL RAHMAN,Indian Union Muslim League,73773,1251,75024,40.92
4,K. UDAYA SELVAN,Anaithu Makkal Puratchi Katchi,304,1,305,0.17
5,G. DEVASAGAYAM,Makkal Needhi Maiam,2924,29,2953,1.61
6,NATARAJAN KRISHNAMOORTHY,Naam Tamilar Katchi,9021,50,9071,4.95
7,M. NANTHINIDEVI,Amma Makkal Munnettra Kazagam,1380,8,1388,0.76
8,M. RAGHUNATHAN,Ilantamilar Munnani Kazhagam,145,1,146,0.08
9,B. NARAYANAMOORTHY,Independent,240,2,242,0.13
10,S. BALAMURUGAN,Independent,335,2,337,0.18
11,C. VINOBA,Independent,245,0,245,0.13
12,NOTA,None of the Above,1190,12,1202,0.66
