O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,N.Baluswamy,Bahujan Samaj Party,649,3,652,0.31
2,S.Mangudi,Indian National Congress,73777,2177,75954,35.75
3,H.Raja,Bharatiya Janata Party,53863,502,54365,25.59
4,N.Durai Manickam,Naam Tamilar Katchi,23725,147,23872,11.24
5,Dherpoki V Pandi,Amma Makkal Munnettra Kazagam,44561,303,44864,21.12
6,Rajkumar.G,Anna MGR Dravida Makkal Kalgam,338,3,341,0.16
7,S.Rajkumar,Makkal Needhi Maiam,8260,91,8351,3.93
8,B.Vanitha,Puthiya Tamilagam,698,4,702,0.33
9,A.Ganesan,Independent,340,6,346,0.16
10,M.Naina Mohamed,Independent,412,4,416,0.2
11,A.Paramasivam,Independent,192,0,192,0.09
12,N.Meenal,Independent,543,5,548,0.26
13,K.Velu,Independent,498,6,504,0.24
14,NOTA,None of the Above,1329,20,1349,0.63
