O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KEERTHIKA,All India Anna Dravida Munnetra Kazhagam,80166,1014,81180,36.7
2,N.SIVANANDAM,Bahujan Samaj Party,533,2,535,0.24
3,R.S.RAJAKANNAPPAN,Dravida Munnetra Kazhagam,100328,1573,101901,46.06
4,A.SARAVANAKUMAR,Naam Indiar Party,609,5,614,0.28
5,C.NAVAPANNEERSELVAM,Makkal Needhi Maiam,923,20,943,0.43
6,K.PANCHATCHARAM,My India Party,133,1,134,0.06
7,K.BOOMIRAJAN YADAV,Tamilaga Makkal Thannurimai Katchi,212,2,214,0.1
8,C.MALAISELVAM,Puthiya Tamilagam,383,10,393,0.18
9,M.MURUGAN,Amma Makkal Munnettra Kazagam,19403,266,19669,8.89
10,R.RAHMADNISHA,Naam Tamilar Katchi,11099,145,11244,5.08
11,S.RAJA,People's Party of India(secular),114,0,114,0.05
12,T.AZHAKUMALAI KUMARAN,Independent,127,4,131,0.06
13,S.IMMANUVEL SEKAR,Independent,197,1,198,0.09
14,K.RAMACHANDRAN,Independent,390,0,390,0.18
15,M.KARTHICK,Independent,140,1,141,0.06
16,K.SATHISH,Independent,807,6,813,0.37
17,G.M.SENTHILMURUGAN,Independent,708,5,713,0.32
18,DEVA SITHAM.I,Independent,199,5,204,0.09
19,S.PRABAKARAN,Independent,546,2,548,0.25
20,K.MURUGAN,Independent,327,0,327,0.15
21,P.MURUGAN,Independent,92,1,93,0.04
22,E.MOHAN,Independent,82,0,82,0.04
23,K.RAJAKUMAR,Independent,109,0,109,0.05
24,NOTA,None of the Above,521,2,523,0.24
