O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"Karthik, N",Dravida Munnetra Kazhagam,68984,1406,70390,34.84
2,"Jayaram, K.R",All India Anna Dravida Munnetra Kazhagam,80437,807,81244,40.22
3,"Sasikumar, M",Anna Dravidar Kazhagam,209,2,211,0.1
4,"SenthilKumar, S",United States of India Party,94,0,94,0.05
5,"Selva, S.R",Amma Makkal Munnettra Kazagam,1722,11,1733,0.86
6,"Narmadha, R",Naam Tamilar Katchi,8311,55,8366,4.14
7,"Palanisamy, N",My India Party,112,1,113,0.06
8,"Mahendran, R",Makkal Needhi Maiam,36553,302,36855,18.24
9,"Akbar Ali, A",Independent,86,0,86,0.04
10,"Karthick, N",Independent,72,1,73,0.04
11,"Karthik, N",Independent,132,3,135,0.07
12,"Krishnan, V",Independent,30,0,30,0.01
13,"Kumar babu, K",Independent,87,0,87,0.04
14,"Gowtham, P",Independent,65,2,67,0.03
15,"Chanthirika, R",Independent,200,1,201,0.1
16,"Nabas Sherif, M",Independent,257,0,257,0.13
17,"Nagarajan, J",Independent,163,0,163,0.08
18,Praveen Venkatachalam,Independent,187,1,188,0.09
19,"Maniraj, K",Independent,87,2,89,0.04
20,"Mohandass, N",Independent,121,0,121,0.06
21,"Viju Alban Prakash, V",Independent,86,0,86,0.04
22,NOTA,None of the Above,1415,17,1432,0.71
