O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"CHINNANANN, M.",Bahujan Samaj Party,358,3,361,0.16
2,"THARUN, A.K.",Dravida Munnetra Kazhagam,90732,1055,91787,41.03
3,"RAJAMUTHU, M.",All India Anna Dravida Munnetra Kazhagam,111081,601,111682,49.92
4,"AMUTHA, R.",Indiya Jananayaka Katchi,1293,9,1302,0.58
5,SATHIYAVANI,Dhesiya Makkal Kazhagam,117,1,118,0.05
6,"SELVAM, S.K.",Amma Makkal Munnettra Kazagam,4957,29,4986,2.23
7,"PRABAKARAN, P.",Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,67,2,69,0.03
8,"MANI, M.",My India Party,133,0,133,0.06
9,"MANIKANDAN, S.",All India Jananayaka Makkal Kazhagam,59,0,59,0.03
10,"MOHAN, P.",SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),126,3,129,0.06
11,"RAJESHKUMAR, S.",Naam Tamilar Katchi,9734,72,9806,4.38
12,INDRAJITH GUPTHA,Independent,229,1,230,0.1
13,"SENTHILKUMAR, J.",Independent,94,0,94,0.04
14,"SENTHILMURUGAN, E.",Independent,265,0,265,0.12
15,"SEKAR, M.",Independent,208,0,208,0.09
16,"MOHAN, V.",Independent,384,2,386,0.17
17,"RAMESH, C.",Independent,55,0,55,0.02
18,"RAJARATHINAM, K.",Independent,236,1,237,0.11
19,"VENKAT, A.",Independent,324,0,324,0.14
20,"VAITHI, M.",Independent,62,0,62,0.03
21,NOTA,None of the Above,1391,18,1409,0.63
