O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ANBIL MAHESH POYYAMOZHI,Dravida Munnetra Kazhagam,103673,1751,105424,53.51
2,P KUMAR,All India Anna Dravida Munnetra Kazhagam,55309,418,55727,28.29
3,S. SENTHILKUMAR,Desiya Murpokku Dravida Kazhagam,2260,33,2293,1.16
4,MALATHI RAVICHANDRAN,Bahujan Samaj Party,225,1,226,0.11
5,K.M. KARTHIK,Tamil Nadu Ilangyar Katchi,408,5,413,0.21
6,S.SAKTHIVEL,New Generation People’s Party,414,2,416,0.21
7,V CHOLASOORAN,Naam Tamilar Katchi,15628,91,15719,7.98
8,K. PALANISAMY,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,122,1,123,0.06
9,MURUGANANDAM M,Makkal Needhi Maiam,14547,131,14678,7.45
10,S CHARLES,Independent,68,3,71,0.04
11,R. PRIYA,Independent,72,0,72,0.04
12,N. MUNIYANDI,Independent,52,2,54,0.03
13,A. RAJA MOHAMED,Independent,67,0,67,0.03
14,N. RAJU,Independent,88,0,88,0.04
15,JESTIN RAJA,Independent,222,2,224,0.11
16,NOTA,None of the Above,1403,15,1418,0.72
