O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,GANAPATHY.K,Dravida Munnetra Kazhagam,120441,857,121298,44.29
2,SANTHAKUMAR.Y,Bahujan Samaj Party,622,6,628,0.23
3,BENJAMIN.P,All India Anna Dravida Munnetra Kazhagam,89313,264,89577,32.71
4,LAVANYA.P,Nationalist Congress Party,348,1,349,0.13
5,GANESHKUMAR.G,Naam Tamilar Katchi,20999,46,21045,7.68
6,SHANMUGAM.K,Tamil Nadu Ilangyar Katchi,906,2,908,0.33
7,SUMITHRA.R,Bahujan Dravida Party,64,0,64,0.02
8,NEVIS STELLA MARY.B,Anaithu Makkal Arasiyal Katchi,124,0,124,0.05
9,PADMA PRIYA.S,Makkal Needhi Maiam,33310,91,33401,12.2
10,MUTHURAMAN.S,Anna MGR Dravida Makkal Kalgam,69,0,69,0.03
11,LUCKY MURUGAN.E,Amma Makkal Munnettra Kazagam,2648,12,2660,0.97
12,ABARAJITHAN.R,Independent,142,1,143,0.05
13,AMALRAJ.S,Independent,69,0,69,0.03
14,ARUNKUMAR.A,Independent,95,0,95,0.03
15,GANAPATHY.R,Independent,96,0,96,0.04
16,SELVAKUMAR.V,Independent,290,0,290,0.11
17,PRIYA.K,Independent,549,1,550,0.2
18,BENJAMIN MOSES.S,Independent,149,0,149,0.05
19,MURUGAN.D,Independent,161,0,161,0.06
20,RAVI.C.V,Independent,48,0,48,0.02
21,NOTA,None of the Above,2137,9,2146,0.78
