O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SELVAPERUNTHAGAI,Indian National Congress,114554,799,115353,43.65
2,PALANI,All India Anna Dravida Munnetra Kazhagam,104017,457,104474,39.53
3,VINOTH,Bahujan Samaj Party,802,1,803,0.3
4,THANIGAIVEL,Makkal Needhi Maiam,8838,32,8870,3.36
5,PUSHPARAJ,Naam Tamilar Katchi,21998,36,22034,8.34
6,PERUMAL,Amma Makkal Munnettra Kazagam,3125,19,3144,1.19
7,LOKESH,Desiya Makkal Sakthi Katchi,123,0,123,0.05
8,SAROJA,Independent,280,2,282,0.11
9,SUDHAKAR,Independent,88,12,100,0.04
10,DEVARAJAN,Independent,114,15,129,0.05
11,PARTHIBAN,Independent,74,0,74,0.03
12,LEENA,Independent,138,0,138,0.05
13,VASANTHI,Independent,123,1,124,0.05
14,VEDHAGIRI,Independent,132,3,135,0.05
15,VAIRAMUTHU,Independent,6325,15,6340,2.4
16,NOTA,None of the Above,2132,7,2139,0.81
