O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,UDHAYANIDHI STALIN,Dravida Munnetra Kazhagam,92636,649,93285,67.89
2,RAGHU C,Bahujan Samaj Party,715,8,723,0.53
3,ABID BAKSHQ H HUSSAIN,Republican Party of India (Athawale),104,1,105,0.08
4,RAVI M L,Desiya Makkal Sakthi Katchi,89,0,89,0.06
5,RAJENDRAN L,Amma Makkal Munnettra Kazagam,1865,8,1873,1.36
6,KASSALI A.V.A,Pattali Makkal Katchi,23763,167,23930,17.42
7,TABREZ,Tipu Sultan Party,366,1,367,0.27
8,MOHAMMED IDRIS K,Indiya Jananayaka Katchi,4090,6,4096,2.98
9,MOHAMED RIOZ,Anaithu Makkal Arasiyal Katchi,112,0,112,0.08
10,JAYASIMMARAJA S M,Naam Tamilar Katchi,9170,23,9193,6.69
11,ANANDAN K,Independent,87,1,88,0.06
12,KANNAN C,Independent,63,2,65,0.05
13,Ganesan P,Independent,39,0,39,0.03
14,KRISHNADASAN S,Independent,57,0,57,0.04
15,CHANDRANATHAN S,Independent,118,0,118,0.09
16,SRINIVASAN,Independent,138,1,139,0.1
17,SENTHIL KUMAR H,Independent,244,0,244,0.18
18,DILLIRAJ P,Independent,49,0,49,0.04
19,NAGARAJAN,Independent,109,1,110,0.08
20,BALAJI K,Independent,34,1,35,0.03
21,BALAJI C,Independent,53,0,53,0.04
22,MANIKANDAN E,Independent,49,1,50,0.04
23,MADHANA GOPAL T,Independent,42,0,42,0.03
24,MOHAMMED HUSSAIN,Independent,33,1,34,0.02
25,MUNIYANDI,Independent,81,0,81,0.06
26,RAVI E,Independent,353,14,367,0.27
27,NOTA,None of the Above,2047,14,2061,1.5
