O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,G.Arunkumar,All India Anna Dravida Munnetra Kazhagam,134981,688,135669,43.78
2,R.Krishnan,Dravida Munnetra Kazhagam,124557,1336,125893,40.62
3,Aruna.M,Amma Makkal Munnettra Kazagam,1992,10,2002,0.65
4,Kalamani.M,Naam Tamilar Katchi,17823,74,17897,5.77
5,Siva.K,Tamil Nadu Ilangyar Katchi,718,8,726,0.23
6,Selvaraj.M,New Generation People’s Party,177,1,178,0.06
7,Pankaj Jain,Makkal Needhi Maiam,23427,100,23527,7.59
8,Arunkumar.T,Independent,294,2,296,0.1
9,Krishnan.M,Independent,140,0,140,0.05
10,Suriyakumar.K,Independent,117,0,117,0.04
11,Gnanaraj.M,Independent,160,1,161,0.05
12,Pushpanantham.V,Independent,419,1,420,0.14
13,NOTA,None of the Above,2868,24,2892,0.93
