O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Ashokkumar.K,All India Anna Dravida Munnetra Kazhagam,95300,750,96050,45.38
2,CHANDRAMOHAN.K.M,Nationalist Congress Party,1072,16,1088,0.51
3,SENGUTTUVAN.T,Dravida Munnetra Kazhagam,93507,1749,95256,45.01
4,TAMILSELVAN.S,Bahujan Samaj Party,485,3,488,0.23
5,AMEENULLA,All India Majlis-E-Ittehadul Muslimeen,851,7,858,0.41
6,SASIKUMAR.K.S,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,128,1,129,0.06
7,NIRANDARI.V,Naam Tamilar Katchi,11009,128,11137,5.26
8,RAVISHANKAR.R.K,Makkal Needhi Maiam,3423,32,3455,1.63
9,RUTHRAMANI.T,Desiya Makkal Sakthi Katchi,84,5,89,0.04
10,VIJAYAKUMAR.R,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,133,4,137,0.06
11,TVS GANDHI,Independent,97,0,97,0.05
12,KUMARESAN.M,Independent,59,0,59,0.03
13,GOPINATH.M,Independent,229,3,232,0.11
14,SAKTHI.K,Independent,417,1,418,0.2
15,SIVAN.C,Independent,314,4,318,0.15
16,NOTA,None of the Above,1827,10,1837,0.87
