O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KAMARAJ R,All India Anna Dravida Munnetra Kazhagam,103236,401,103637,46.7
2,RAVICHANDRAN R,Bahujan Samaj Party,711,0,711,0.32
3,JOTHIRAMAN S,Dravida Munnetra Kazhagam,98409,804,99213,44.7
4,RAMACHANDRAN N,Amma Makkal Munnettra Kazagam,2070,6,2076,0.94
5,GANESAN D,Indiya Jananayaka Katchi,379,2,381,0.17
6,NITHIYANANTHAM S,Anaithu Makkal Arasiyal Katchi,81,0,81,0.04
7,PANASAIARAGAN K N,Desiya Makkal Sakthi Katchi,111,0,111,0.05
8,FATHIMA FARHANA S,Naam Tamilar Katchi,13377,42,13419,6.05
9,MURUGAVEL M,Anna Dravidar Kazhagam,163,1,164,0.07
10,ANUSHA T,Independent,203,3,206,0.09
11,KRISHNAN K,Independent,46,1,47,0.02
12,KUMARAN R,Independent,77,1,78,0.04
13,TAMILSELVAN R,Independent,153,0,153,0.07
14,NATARAJAN C,Independent,352,0,352,0.16
15,RAJA S,Independent,125,0,125,0.06
16,NOTA,None of the Above,1188,2,1190,0.54
