O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KARTHIK THONDAIMAN,All India Anna Dravida Munnetra Kazhagam,72247,554,72801,40.47
2,M . SUBRAMANIAN,Desiya Murpokku Dravida Kazhagam,1857,16,1873,1.04
3,V . MUTHURAJA,Dravida Munnetra Kazhagam,83792,2010,85802,47.7
4,VENGADESHWARAN,Bahujan Samaj Party,456,7,463,0.26
5,KUMAR,My India Party,95,0,95,0.05
6,SASIKUMAR,Naam Tamilar Katchi,11411,92,11503,6.39
7,M. SARAVANA DEVA,Namadhu Makkal Katchi,416,8,424,0.24
8,S . MOORTHY,Makkal Needhi Maiam,3920,28,3948,2.19
9,I . ABDULLAH,Independent,41,0,41,0.02
10,KARUPPAIAH . C,Independent,103,1,104,0.06
11,S . KARTHIKEYAN,Independent,58,0,58,0.03
12,KARTHIKEYAN,Independent,388,5,393,0.22
13,S . SAHUL AMEEDU,Independent,88,1,89,0.05
14,S . SOUNDAR RAJA,Independent,204,1,205,0.11
15,K . DHANAGOPAL,Independent,180,0,180,0.1
16,DURAI GUNA,Independent,475,1,476,0.26
17,V. N. MUTHUKUMAR,Independent,380,0,380,0.21
18,M . RAJINIKANTH,Independent,90,0,90,0.05
19,A. RAJASEKAR,Independent,250,0,250,0.14
20,P. VIJAYAKUMAR,Independent,71,0,71,0.04
21,N. VEERIAH,Independent,42,0,42,0.02
22,NOTA,None of the Above,596,8,604,0.34
