O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,V.K.Pakkiri Ambadkar,Bahujan Samaj Party,1129,6,1135,0.5
2,Arumugam.K,Pattali Makkal Katchi,91388,619,92007,40.58
3,Kothandapani.M,Amma Makkal Munnettra Kazagam,7629,33,7662,3.38
4,S.S.Balaji,Viduthalai Chiruthaigal Katchi,92987,967,93954,41.44
5,Mohana Sundari.S,Naam Tamilar Katchi,20354,74,20428,9.01
6,Lavanya.N,Makkal Needhi Maiam,8125,69,8194,3.61
7,U.Akbar Bhasha,Independent,267,1,268,0.12
8,M.Duraisamy,Independent,190,3,193,0.09
9,S.Nataraj,Independent,268,3,271,0.12
10,D.Ravi,Independent,266,2,268,0.12
11,A.Joshva,Independent,367,0,367,0.16
12,NOTA,None of the Above,1971,11,1982,0.87
