O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"GOPINATHAN, K.",All India Anna Dravida Munnetra Kazhagam,69809,485,70294,35.69
2,"Dr.JAWAHIRULLAH, M.H.",Dravida Munnetra Kazhagam,85401,1166,86567,43.95
3,"KRISHNAKUMAR, N.",Naam Tamilar Katchi,14645,79,14724,7.47
4,"SHANTHA, K.",Makkal Needhi Maiam,2010,22,2032,1.03
5,"MUTHUKUMAR, R.",Anaithu Makkal Puratchi Katchi,251,1,252,0.13
6,"MEHRAJ BANU, N.",All India Jananayaka Makkal Kazhagam,166,3,169,0.09
7,"RENGASAMY, M.",Amma Makkal Munnettra Kazagam,19593,185,19778,10.04
8,"GOPI, N.",Independent,200,11,211,0.11
9,"GOPINATHAN, R.",Independent,559,8,567,0.29
10,"XAVIER, S.",Independent,159,4,163,0.08
11,"THIYAGARAJAN, V.",Independent,130,2,132,0.07
12,"RAJA, A.",Independent,474,3,477,0.24
13,"RAJA, A.M.",Independent,411,1,412,0.21
14,NOTA,None of the Above,1190,14,1204,0.61
