O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Suriyaprakash.M,Independent,655,4,659,0.29
2,Dravidamuthamilselvi.D,Naam Tamilar Katchi,16409,65,16474,7.29
3,Manirathinem.K.I,Indian National Congress,83367,1385,84752,37.52
4,Vijayakumar.N,Desiya Murpokku Dravida Kazhagam,6555,16,6571,2.91
5,Senthilkumar.M,All India Anna Dravida Munnetra Kazhagam,109909,734,110643,48.99
6,Dinesh.M,My India Party,197,1,198,0.09
7,Ayyasamy.M,Indiya Jananayaka Katchi,864,7,871,0.39
8,Devimangayarkarasi.K,Independent,1197,0,1197,0.53
9,Prabu.C,Independent,937,0,937,0.41
10,Gurusamy.M,Independent,103,0,103,0.05
11,Selvaraj.M,Independent,265,1,266,0.12
12,Palanisamy.A,Bahujan Samaj Party,1096,1,1097,0.49
13,Kuppusamy.K,Anna MGR Dravida Makkal Kalgam,171,0,171,0.08
14,Oviyar Ananth,Lok Jan Shakti Party,102,0,102,0.05
15,Elaiyaperumal.K,Independent,185,0,185,0.08
16,Sivakumar.S,Independent,125,0,125,0.06
17,Subramaniyan.P,Independent,248,2,250,0.11
18,NOTA,None of the Above,1247,10,1257,0.56
