O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,K.Ramasamy,Desiya Murpokku Dravida Kazhagam,3684,20,3704,2.0
2,S.Thenmozhi,All India Anna Dravida Munnetra Kazhagam,90857,604,91461,49.49
3,P.Nagendran,Bahujan Samaj Party,664,2,666,0.36
4,K.Murugavelrajan,Dravida Munnetra Kazhagam,62593,1250,63843,34.55
5,V.K.Aiyyar,Puthiya Tamilagam,478,6,484,0.26
6,Ananth,Makkal Needhi Maiam,3146,35,3181,1.72
7,V.Revadhi,My India Party,155,3,158,0.09
8,G.Vasanthadevi,Naam Tamilar Katchi,17363,142,17505,9.47
9,A.Alappan,Independent,340,3,343,0.19
10,M.Kalimuthu,Independent,61,0,61,0.03
11,P.Sivakami,Independent,76,1,77,0.04
12,P.Nagajothi,Independent,511,4,515,0.28
13,S.Nithya,Independent,126,2,128,0.07
14,M.Pandi,Independent,135,2,137,0.07
15,V.Balasubramani,Independent,163,1,164,0.09
16,N.Perumal,Independent,252,0,252,0.14
17,P.Pothumanickam,Independent,372,3,375,0.2
18,V.Vinoth,Independent,491,0,491,0.27
19,NOTA,None of the Above,1248,12,1260,0.68
