O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"ANBALAGAN, G.",Dravida Munnetra Kazhagam,94284,1773,96057,48.62
2,"SRITHAR VANDAYAR, G.M.",All India Anna Dravida Munnetra Kazhagam,74334,340,74674,37.8
3,"ANANDH, M.",Naam Tamilar Katchi,12419,61,12480,6.32
4,"GOPALAKRISHNAN, G.",Makkal Needhi Maiam,5234,42,5276,2.67
5,"BALAMURUGAN, S.",Amma Makkal Munnettra Kazagam,6475,48,6523,3.3
6,"AYYAPPAN, M.",Independent,208,1,209,0.11
7,"GURUMOORTHI, D.",Independent,229,5,234,0.12
8,"SUBRAMANIAN, P.",Independent,151,2,153,0.08
9,"PRAKASH, P.",Independent,119,1,120,0.06
10,"VIJAYAKUMAR, C.",Independent,190,0,190,0.1
11,NOTA,None of the Above,1623,25,1648,0.83
