O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,R.PANNEERSELVAM,Bahujan Samaj Party,460,0,460,0.29
2,O.S.MANIAN,All India Anna Dravida Munnetra Kazhagam,77625,1094,78719,49.8
3,S.K.VETHARATHINAM,Dravida Munnetra Kazhagam,64823,1567,66390,42.0
4,P.S.ARUMUGAM,Amma Makkal Munnettra Kazagam,1276,8,1284,0.81
5,K.RAJENDRAN,Naam Tamilar Katchi,9030,76,9106,5.76
6,Dr.T.SUNDARAVADIVELAN,Shiv Sena,91,0,91,0.06
7,MOHAMED ALI,Makkal Needhi Maiam,433,4,437,0.28
8,R.RAMAMURTHY,Independent,65,0,65,0.04
9,T.RAMAJAYAM,Independent,63,13,76,0.05
10,R.KATHIRVEL,Independent,139,4,143,0.09
11,P.V.THEENATHAYALAN,Independent,315,4,319,0.2
12,V.VEERAKUMAR,Independent,297,0,297,0.19
13,NOTA,None of the Above,670,3,673,0.43
