O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Amulu.V,Dravida Munnetra Kazhagam,99525,887,100412,47.45
2,Paritha.G,All India Anna Dravida Munnetra Kazhagam,93066,445,93511,44.19
3,Raja.S,Bahujan Samaj Party,502,3,505,0.24
4,Kalaiyenthiri.R,Naam Tamilar Katchi,11776,58,11834,5.59
5,Selvavinayagam.D,All Pensioner’s Party,117,2,119,0.06
6,Rajan.C,Indiya Jananayaka Katchi,477,5,482,0.23
7,Vennila.R,Republican Party of India (Athawale),65,2,67,0.03
8,Jayanthi Padmanaban.C,Amma Makkal Munnettra Kazagam,1793,17,1810,0.86
9,Elumalai.M,Independent,166,2,168,0.08
10,Gunaseelan.P,Independent,137,0,137,0.06
11,Priya.M,Independent,60,2,62,0.03
12,Manojkumar.G,Independent,52,0,52,0.02
13,Radha,Independent,66,0,66,0.03
14,Lakshmipathy.N,Independent,255,2,257,0.12
15,Jaikarthikeyan.K,Independent,448,1,449,0.21
16,NOTA,None of the Above,1691,8,1699,0.8
