O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,V ALEXANDER,All India Anna Dravida Munnetra Kazhagam,71908,500,72408,30.13
2,R Radha,Nationalist Congress Party,613,2,615,0.26
3,JOSEPH SAMUEL,Dravida Munnetra Kazhagam,113371,1183,114554,47.67
4,R ANBU THENARASAN,Naam Tamilar Katchi,22638,63,22701,9.45
5,S Veena,Anaithu Makkal Arasiyal Katchi,231,2,233,0.1
6,S VEDHACHALAM,Amma Makkal Munnettra Kazagam,2616,15,2631,1.09
7,S VAITHESWARAN,Makkal Needhi Maiam,22286,84,22370,9.31
8,M S ARUMUGAM,Independent,141,1,142,0.06
9,N Ganesan,Independent,55,0,55,0.02
10,A S Kesavan,Independent,59,0,59,0.02
11,G Srinivasan,Independent,56,1,57,0.02
12,G Soma Sundaram,Independent,80,0,80,0.03
13,P Dhanraj,Independent,52,3,55,0.02
14,NARMADA NANDHAKUMAR,Independent,176,1,177,0.07
15,Bharadan,Independent,111,0,111,0.05
16,K Bharathi,Independent,801,6,807,0.34
17,S Praveen,Independent,251,0,251,0.1
18,A R MURUGAVEL,Independent,94,1,95,0.04
19,T MUNIANDI,Independent,156,0,156,0.06
20,Ravi,Independent,44,0,44,0.02
21,C RAGHUL,Independent,138,1,139,0.06
22,G Vijayakumar,Independent,39,0,39,0.02
23,T Joseph Samuvel SanthaKumar,Independent,162,0,162,0.07
24,NOTA,None of the Above,2332,26,2358,0.98
