O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,INBASEKARAN. P.N.P,Dravida Munnetra Kazhagam,83765,1172,84937,40.39
2,UTHAYAKUMAR. R,Desiya Murpokku Dravida Kazhagam,2910,11,2921,1.39
3,MOORTHI. S,Bahujan Samaj Party,238,7,245,0.12
4,ANNADURAI. C,Desiya Makkal Sakthi Katchi,208,3,211,0.1
5,TAMILAZHAGAN. R,Naam Tamilar Katchi,8890,55,8945,4.25
6,MANI. G.K,Pattali Makkal Katchi,105250,873,106123,50.46
7,SHAKILA. K,Makkal Needhi Maiam,1451,20,1471,0.7
8,ANNADURAI. V,Independent,207,0,207,0.1
9,SIVALINGAM. N,Independent,139,3,142,0.07
10,DHARUMAN. K,Independent,242,1,243,0.12
11,THIRUMURUGAN. P,Independent,450,1,451,0.21
12,PERIYANANJAPPAN. A,Independent,1959,9,1968,0.94
13,MANI. K.G.,Independent,211,1,212,0.1
14,MANI. P,Independent,202,3,205,0.1
15,MUNUSAMY. S,Independent,263,2,265,0.13
16,NOTA,None of the Above,1754,5,1759,0.84
