O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"CHINNADURAI, K.",Dravida Munnetra Kazhagam,85243,1808,87051,43.58
2,"PERIYANNAN, M.",Bahujan Samaj Party,492,2,494,0.25
3,"JAYASANKARAN, A.P.",All India Anna Dravida Munnetra Kazhagam,94262,1046,95308,47.72
4,"KRISHNAVENI, S.",Naam Tamilar Katchi,10141,92,10233,5.12
5,"SADHA SIVAM, R.",Ambedkarite Party of India,240,1,241,0.12
6,"SIVAKUMAR, P.",Makkal Needhi Maiam,1937,22,1959,0.98
7,"MADHESWARAN, S.",Amma Makkal Munnettra Kazagam,1675,24,1699,0.85
8,"MATHESWARI, K.K.",Anna Dravidar Kazhagam,117,3,120,0.06
9,"JANARTHANAM, A.",Dhesiya Makkal Kazhagam,215,0,215,0.11
10,"ARUMUGAM, D.",Independent,367,0,367,0.18
11,"SILAMBARASAN, J.",Independent,222,0,222,0.11
12,NOTA,None of the Above,1817,17,1834,0.92
