O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SAVARIANANDHAM V,Bahujan Samaj Party,483,3,486,0.22
2,CHINNAPPA K,Dravida Munnetra Kazhagam,102964,1011,103975,46.16
3,RAJENDRAN S,All India Anna Dravida Munnetra Kazhagam,100436,305,100741,44.73
4,THANGA. SHANMUGA SUNDARAM,New Generation People’s Party,1028,9,1037,0.46
5,SUGUNA KUMAR,Naam Tamilar Katchi,12285,61,12346,5.48
6,DURAI.MANIVEL,Amma Makkal Munnettra Kazagam,2040,4,2044,0.91
7,JAWAHAR P,Indiya Jananayaka Katchi,896,9,905,0.4
8,KUMAR J,Independent,73,1,74,0.03
9,SIVATHASAN V,Independent,159,0,159,0.07
10,DEVA P,Independent,127,6,133,0.06
11,MANIKANNAN M,Independent,539,1,540,0.24
12,RAMESH K,Independent,766,1,767,0.34
13,RAVICHANDRAN S,Independent,630,2,632,0.28
14,NOTA,None of the Above,1383,3,1386,0.62
