O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,N.V.THOMAS,Bahujan Samaj Party,804,8,812,0.33
2,R.MANI,All India Anna Dravida Munnetra Kazhagam,141527,961,142488,57.22
3,RANGARAJAN MOHAN KUMARAMANGALAM,Indian National Congress,85826,1368,87194,35.01
4,M.KARUNAKARAN,Tamil Nadu Ilangyar Katchi,1204,24,1228,0.49
5,V.SRINIVASAN,Makkal Needhi Maiam,2888,42,2930,1.18
6,S.DHIVYA,Dhesiya Makkal Kazhagam,277,4,281,0.11
7,K.K.MADHESWARAN,Amma Makkal Munnettra Kazagam,1188,14,1202,0.48
8,A.RAJA,Naam Tamilar Katchi,9341,75,9416,3.78
9,K.GOVINDARAJU,Independent,116,2,118,0.05
10,T.SURESH,Independent,104,0,104,0.04
11,E.MANI,Independent,104,7,111,0.04
12,S.MANI,Independent,144,5,149,0.06
13,R.MANI,Independent,282,2,284,0.11
14,R.MURUGAN,Independent,676,0,676,0.27
15,P.RAJA,Independent,433,1,434,0.17
16,NOTA,None of the Above,1581,19,1600,0.64
