O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,CHANDRASEKARAN.R,Bahujan Samaj Party,474,3,477,0.2
2,RAVI (Alias) SUBRAMANIAN . M,Communist Party of India,72679,603,73282,30.78
3,SELVAKUMAR.M,Desiya Murpokku Dravida Kazhagam,3420,7,3427,1.44
4,VIJEYAKUMAR.K.N,All India Anna Dravida Munnetra Kazhagam,113119,265,113384,47.62
5,ALAGHUSUNDARAM.P,Anna Dravidar Kazhagam,591,1,592,0.25
6,EASWARAN.S,Naam Tamilar Katchi,23061,49,23110,9.71
7,SIVABALAN.S,Makkal Needhi Maiam,19565,37,19602,8.23
8,SENTHILKUMAR.V,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,426,2,428,0.18
9,DEIVASIGAMANI.K,Ezhuchi Tamilargal Munnetra Kazhagam,139,0,139,0.06
10,UDHAYAKUMAR.S,Independent,337,5,342,0.14
11,SENTHILKUMAR.T.N,Independent,96,0,96,0.04
12,SENTHILKUMAR.R,Independent,131,2,133,0.06
13,SENTHILVEL.A,Independent,301,1,302,0.13
14,MURUGA PANDI.S,Independent,249,1,250,0.11
15,RANGASAMY.M,Independent,365,1,366,0.15
16,NOTA,None of the Above,2154,8,2162,0.91
