O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ALAGURAJA.V,Bahujan Samaj Party,253,0,253,0.14
2,PALANIAPPAN,Dravida Munnetra Kazhagam,74502,0,74502,40.59
3,VIJAYA BASKER C,All India Anna Dravida Munnetra Kazhagam,96939,0,96939,52.82
4,AZHAGU MEENA P,Naam Tamilar Katchi,6673,0,6673,3.64
5,ARUMUGAM P,Puthiya Tamilagam,207,0,207,0.11
6,KARTHI PRABHAKARAN O,Amma Makkal Munnettra Kazagam,1188,0,1188,0.65
7,SARAVANAN R,Makkal Needhi Maiam,547,0,547,0.3
8,SENTHILKUMAR P,My India Party,33,0,33,0.02
9,VIJAY A,Anna Dravidar Kazhagam,26,0,26,0.01
10,ABDUL NAZAR K,Independent,31,0,31,0.02
11,ELAYARAJA R,Independent,36,0,36,0.02
12,SYEED MOHAMED J,Independent,50,0,50,0.03
13,DHANALAKSHMI.M,Independent,594,0,594,0.32
14,THIRUVENTHIRAN V,Independent,489,0,489,0.27
15,PALANISAMY A,Independent,229,0,229,0.12
16,BALASUBRAMANIAN M,Independent,151,0,151,0.08
17,MANIKANDAN K,Independent,71,0,71,0.04
18,MANIKANDAN. C,Independent,277,0,277,0.15
19,RAMESH M,Independent,486,0,486,0.26
20,RAMESHKUMAR.P,Independent,87,0,87,0.05
21,RAJAVARMAN R,Independent,117,0,117,0.06
22,JOTHIVEL A,Independent,183,0,183,0.1
23,NOTA,None of the Above,365,0,365,0.2
