O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,B.PARTHASARATHY,Desiya Murpokku Dravida Kazhagam,1584,1,1585,0.94
2,AMV.PRABHAKARA RAJA,Dravida Munnetra Kazhagam,73814,537,74351,43.97
3,VIRUGAI V.N.RAVI,All India Anna Dravida Munnetra Kazhagam,55526,458,55984,33.11
4,M.S.ISMAIL KHAN,All India Jananayaka Makkal Kazhagam,206,3,209,0.12
5,SENEGAN,Makkal Needhi Maiam,16871,68,16939,10.02
6,G.THANIGACHALAM,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,90,0,90,0.05
7,S.R.DINESH KUMAR,Anna MGR Dravida Makkal Kalgam,40,1,41,0.02
8,R.PRABAHARAN,Tamizhaga Murpokku Makkal Katchi,63,2,65,0.04
9,MANJU,Anaithu Makkal Arasiyal Katchi,89,1,90,0.05
10,G.RAVI,Rashtriya Janata Dal,69,4,73,0.04
11,T.S.RAJENDRAN,Naam Tamilar Katchi,10153,32,10185,6.02
12,M.ELLANGOVAN,Independent,68,4,72,0.04
13,V.K.KATHIR,Independent,48,0,48,0.03
14,S.GUNASEKAR,Independent,86,2,88,0.05
15,M.GUNASEKARAN (A) STAR M.GUNASEKARAN,Independent,5165,21,5186,3.07
16,V.GUNASEKARAN,Independent,131,0,131,0.08
17,E.SANKAR,Independent,68,0,68,0.04
18,SATHASIVAM,Independent,344,0,344,0.2
19,M.SIVAKUMAR,Independent,119,0,119,0.07
20,M.SRINIVASAN,Independent,49,0,49,0.03
21,D.SUNDAR SINGH,Independent,56,0,56,0.03
22,V.K.SENTHIL KUMAR,Independent,24,0,24,0.01
23,V.THALAPATHI,Independent,49,0,49,0.03
24,D.PRABAKARAN,Independent,55,1,56,0.03
25,K.BOOPATHY,Independent,34,0,34,0.02
26,M.MANNU,Independent,146,2,148,0.09
27,R.MAYILSAMY,Independent,1436,4,1440,0.85
28,NOTA,None of the Above,1551,12,1563,0.92
