O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KUMARAGURU R,All India Anna Dravida Munnetra Kazhagam,108960,1235,110195,45.0
2,SATHIYAMOORTHY,Bahujan Samaj Party,823,2,825,0.34
3,MANIKANNAN A J,Dravida Munnetra Kazhagam,114344,1107,115451,47.15
4,K.G.P.Rajamani,Amma Makkal Munnettra Kazagam,2843,5,2848,1.16
5,KUMAR A,Indhia Kudiarasu Katchi,110,0,110,0.04
6,CHINNAIYAN S,Makkal Needhi Maiam,673,4,677,0.28
7,DHANAPAL P,Lok Jan Shakti Party,81,0,81,0.03
8,Pushbamary L,Naam Tamilar Katchi,8954,46,9000,3.68
9,VENkATESAN M,Communist Party of India (Marxist-Leninist) (Liberation),140,3,143,0.06
10,RAJAMANI K,Independent,116,1,117,0.05
11,KATHIRVEL M,Independent,102,3,105,0.04
12,DEEPA,My India Party,263,0,263,0.11
13,MANI R,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,298,1,299,0.12
14,MANIKANNAN M,Independent,2106,1,2107,0.86
15,RAJASTALIN K,Independent,351,1,352,0.14
16,NOTA,None of the Above,2277,3,2280,0.93
