O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SIVAKUMAR V,Bahujan Samaj Party,1571,25,1596,0.94
2,RAJESH KUMAR S,Indian National Congress,99393,2148,101541,59.76
3,JUDE DEV K.V,All India Anna Dravida Munnetra Kazhagam,45419,722,46141,27.15
4,ANTONY A,All India Samathuva Makhal Katchi,1205,9,1214,0.71
5,SEEMA A,Amma Makkal Munnettra Kazagam,1079,23,1102,0.65
6,THANKAPPAN C,Tamilnadu Mahatma Gandhi Makkal Katchi,159,3,162,0.1
7,PETER H,Naam Tamilar Katchi,14328,189,14517,8.54
8,VIJIKUMAR K,National Democratic Party of South India,184,2,186,0.11
9,JAYARAJ E,Tamil Nadu Ilangyar Katchi,1429,14,1443,0.85
10,ANCHALOSE R,Independent,210,3,213,0.13
11,SIVAN RAJ K,Independent,315,8,323,0.19
12,RAMESH RAJA KUMAR C,Independent,275,3,278,0.16
13,JOHN BENADICT G,Independent,233,2,235,0.14
14,SHAJU SINGH M R,Independent,211,2,213,0.13
15,NOTA,None of the Above,747,7,754,0.44
