O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,RAJENDRAN,All India Anna Dravida Munnetra Kazhagam,77516,0,77516,33.84
2,KARUNANITHI,Dravida Munnetra Kazhagam,106952,0,106952,46.69
3,KARTHICK,Bahujan Samaj Party,321,0,321,0.14
4,MURUGESAN,Desiya Murpokku Dravida Kazhagam,3359,0,3359,1.47
5,AJITHKUMAR,Puthiya Tamilagam,189,0,189,0.08
6,KUMAR,Anna MGR Dravida Makkal Kalgam,55,0,55,0.02
7,GOKULKRISHNAN,Tamil Nadu Ilangyar Katchi,387,0,387,0.17
8,SASIKUMAR LAKSHMIPATHY,National Democratic Party of South India,59,0,59,0.03
9,SATHYASEELAN,Lok Jan Shakti Party,210,0,210,0.09
10,SENTHIL KUMAR,Makkal Needhi Maiam,18188,0,18188,7.94
11,SERMA SELVARAJ,Desiya Makkal Sakthi Katchi,437,0,437,0.19
12,MINISHREE KANAGARAJ,Naam Tamilar Katchi,18489,0,18489,8.07
13,VEERALAKSHMI,My India Party,147,0,147,0.06
14,SRIDHARAN,Dravida Murpokku Makkal Katchi,62,0,62,0.03
15,KANAGARAJ,Independent,112,0,112,0.05
16,KUMARA DOSS,Independent,233,0,233,0.1
17,SADAM HUSSAIN,Independent,231,0,231,0.1
18,BALAJI,Independent,128,0,128,0.06
19,BHASKARAN,Independent,39,0,39,0.02
20,PERUMAL,Independent,80,0,80,0.03
21,MICHAEL,Independent,74,0,74,0.03
22,RAMACHANDRAN.R,Independent,90,0,90,0.04
23,NOTA,None of the Above,1702,0,1702,0.74
