O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,S.ARAVINDRAMESH,Dravida Munnetra Kazhagam,168361,0,168361,44.12
2,K.P.KANDAN,All India Anna Dravida Munnetra Kazhagam,133600,0,133600,35.01
3,G.PRAKASH ROBERT,Bahujan Samaj Party,538,0,538,0.14
4,R.MURUGAN,Desiya Murpokku Dravida Kazhagam,3838,0,3838,1.01
5,T.ELUMALAI,Anna MGR Dravida Munnetra Kazhagam,160,0,160,0.04
6,S.MICHAEL,Naam Tamilar Katchi,38344,0,38344,10.05
7,RAJIV KUMAR,Makkal Needhi Maiam,30002,0,30002,7.86
8,M.RAJESWARIPRIYA,Anaithu Makkal Arasiyal Katchi,423,0,423,0.11
9,A.I.AHAMED SHAH,Independent,169,0,169,0.04
10,H.ARAVINDHKUMAR,Independent,444,0,444,0.12
11,P.ARULRAJ,Independent,67,0,67,0.02
12,R.RAVICHANDRAN,Independent,94,0,94,0.02
13,Dr. V.KANDAN,Independent,145,0,145,0.04
14,D.KALANITHI,Independent,94,0,94,0.02
15,D.SRINIVASAN,Independent,142,0,142,0.04
16,K.SURJITHKUMAR,Independent,666,0,666,0.17
17,S.SENTHIL,Independent,461,0,461,0.12
18,K.SENTHILKUMAR,Independent,304,0,304,0.08
19,R.SELVAVIGNESH,Independent,175,0,175,0.05
20,A.DHANASEKAR,Independent,57,0,57,0.01
21,K.NARASIMMAN,Independent,57,0,57,0.01
22,S.PRITHIVIRAJ,Independent,45,0,45,0.01
23,A.MOHAMMED GANI,Independent,42,0,42,0.01
24,E.RAJESH,Independent,127,0,127,0.03
25,D.VENUGOPAL,Independent,114,0,114,0.03
26,G.VELAVAN,Independent,122,0,122,0.03
27,NOTA,None of the Above,2991,0,2991,0.78
