O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"ARIVUDAINAMBI, V.",All India Anna Dravida Munnetra Kazhagam,56173,450,56623,29.06
2,"DR.RAMANATHAN, P.",Desiya Murpokku Dravida Kazhagam,4190,56,4246,2.18
3,"KARIKALA CHOLAN, S.",Nationalist Congress Party,274,7,281,0.14
4,"NEELAMEGAM, T.K.G.",Dravida Munnetra Kazhagam,100786,2986,103772,53.25
5,"SUNDARAMOHAN, G.",Makkal Needhi Maiam,9600,81,9681,4.97
6,"SUBADEVI, R.",Naam Tamilar Katchi,17220,146,17366,8.91
7,"XAVIER, A.",People's Party of India(secular),214,3,217,0.11
8,"SANTHOSH, M.",Independent,119,3,122,0.06
9,"SABTHAGIRI, R.",Independent,100,1,101,0.05
10,"DINESH BABU, D.",Independent,141,1,142,0.07
11,"BHARATH, B.",Independent,105,5,110,0.06
12,"VASUKI, N.",Independent,256,4,260,0.13
13,NOTA,None of the Above,1915,23,1938,0.99
