O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,GAJENDRAN.M,All India Anna Dravida Munnetra Kazhagam,103561,347,103908,37.91
2,VARALAKSHMI.M,Dravida Munnetra Kazhagam,129317,1256,130573,47.64
3,ERANIAPPAN.S,Communist Party of India (Marxist-Leninist) (Liberation),684,0,684,0.25
4,SANJEEVINATHAN.K,Naam Tamilar Katchi,26813,55,26868,9.8
5,SATHISHKUMAR.A,Amma Makkal Munnettra Kazagam,3063,6,3069,1.12
6,SARAVANAN.D,All India Jananayaka Makkal Kazhagam,195,0,195,0.07
7,DILLIBABU.S,Tipu Sultan Party,403,1,404,0.15
8,MUTHAMILSELVAN.S,Indiya Jananayaka Katchi,4133,13,4146,1.51
9,VASUMATHI.G,Anaithu Makkal Arasiyal Katchi,141,1,142,0.05
10,GOPALAKRISHNAN.N,Independent,129,0,129,0.05
11,SEETHALAKSHMI.I,Independent,314,3,317,0.12
12,RAJAGOPAL.G,Independent,233,0,233,0.09
13,VEERADOSS.E,Independent,343,1,344,0.13
14,NOTA,None of the Above,3058,17,3075,1.12
