O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ABDUL SAMAD P,Dravida Munnetra Kazhagam,96204,1873,98077,44.23
2,KRISHNAGOPAL P,Desiya Murpokku Dravida Kazhagam,10666,53,10719,4.83
3,CHANDRASEKAR.R,All India Anna Dravida Munnetra Kazhagam,85133,701,85834,38.71
4,UMARANI K,Indiya Jananayaka Katchi,908,6,914,0.41
5,KANIMOZHI.P,Naam Tamilar Katchi,19358,92,19450,8.77
6,SAKTHIVEL.M,Communist Party of India (Marxist-Leninist) (Liberation),186,5,191,0.09
7,PANDIAN V,Ezhuchi Tamilargal Munnetra Kazhagam,128,1,129,0.06
8,VARADAN.M,Lok Jan Shakti Party,81,1,82,0.04
9,ARPUTHASAMY V,Independent,286,1,287,0.13
10,ILANGOVAN S,Independent,122,1,123,0.06
11,ELAYARAJA C,Independent,544,3,547,0.25
12,KARTHICK KRISHNA P,Independent,173,0,173,0.08
13,SATHYA PRIYA A,Independent,301,6,307,0.14
14,CHANDRASEKAR V,Independent,1255,4,1259,0.57
15,CHITHAIYAN T,Independent,261,9,270,0.12
16,CHINNAN P,Independent,649,1,650,0.29
17,SUBRAMANIAN P,Independent,628,0,628,0.28
18,DAVID P,Independent,179,1,180,0.08
19,NIRMAL KUMAR M,Independent,543,1,544,0.25
20,PRASANNA KUMAR P,Independent,113,0,113,0.05
21,RASU P,Independent,169,0,169,0.08
22,JEYAPANDIAN D,Independent,93,0,93,0.04
23,NOTA,None of the Above,1002,7,1009,0.46
