O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KADAMBUR RAJU,All India Anna Dravida Munnetra Kazhagam,67970,586,68556,37.89
2,K.Srinivasan,Communist Party of India (Marxist),36234,1146,37380,20.66
3,Ramachandiran.R,Bahujan Samaj Party,200,3,203,0.11
4,S.Udaiyar,Naam Indiar Party,175,0,175,0.1
5,K.Kathiravan,Makkal Needhi Maiam,3628,39,3667,2.03
6,M.Gomathi,Naam Tamilar Katchi,9114,99,9213,5.09
7,K.Shanmugasundaram,Bahujan Dravida Party,244,2,246,0.14
8,TTV DHINAKARAN,Amma Makkal Munnettra Kazagam,55729,424,56153,31.04
9,M.G.R.Nambbi,All India MGR Makkal Munnetra Kazhagam,244,0,244,0.13
10,RAJKUMAR POLIAH,Universal Brotherhood Movement,97,2,99,0.05
11,Athikaran @ Athikumar,Independent,638,6,644,0.36
12,J.Ravisankar Jayachanthiran,Independent,203,2,205,0.11
13,P.Ramasamy,Independent,66,0,66,0.04
14,Kannan,Independent,121,0,121,0.07
15,A.Kaliraj,Independent,315,0,315,0.17
16,P.Gunasekaran,Independent,405,7,412,0.23
17,Sivasubramanian,Independent,420,0,420,0.23
18,Subash,Independent,442,1,443,0.24
19,A.PattuRani,Independent,134,2,136,0.08
20,K.Pandimuneeswari,Independent,78,3,81,0.04
21,M.Ponnusamy,Independent,118,2,120,0.07
22,Manthirasudamani,Independent,103,1,104,0.06
23,M.Marimuthu,Independent,133,0,133,0.07
24,Rameshkannan,Independent,498,0,498,0.28
25,Raja,Independent,79,1,80,0.04
26,Renganayagalu,Independent,90,0,90,0.05
27,NOTA,None of the Above,1106,18,1124,0.62
