O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ESWARAN E R,Dravida Munnetra Kazhagam,79934,1754,81688,44.23
2,SARASWATHI PON,All India Anna Dravida Munnetra Kazhagam,78010,816,78826,42.69
3,KALAIVANAN A,My India Party,510,5,515,0.28
4,SIVAKUMAR K,Tamilaga Makkal Thannurimai Katchi,203,1,204,0.11
5,CHINNATHAMBI K,Republican Party of India (Athawale),75,0,75,0.04
6,SENGOTTUVELLU N,Ahimsa Socialist Party,353,5,358,0.19
7,NATARAJAN P,Naam Tamilar Katchi,13857,110,13967,7.56
8,YUVARAJKUMAR K,Namathu Kongu Munnetra Kalagam,100,0,100,0.05
9,JANAGARAJ R,Makkal Needhi Maiam,3695,29,3724,2.02
10,HEMALATHA R,Amma Makkal Munnettra Kazagam,446,3,449,0.24
11,ESWARAN A,Independent,52,0,52,0.03
12,ESWARAN K,Independent,57,4,61,0.03
13,ESWARAN G,Independent,48,1,49,0.03
14,ESWARAN M,Independent,325,1,326,0.18
15,KARTHIKEYAN S,Independent,373,2,375,0.2
16,SHANMUGASUNDARAM T,Independent,665,1,666,0.36
17,SATHIESHKUMAR C,Independent,391,0,391,0.21
18,CHANDRA R,Independent,210,0,210,0.11
19,SARAVANAN K,Independent,43,0,43,0.02
20,SARASWATHI M,Independent,71,5,76,0.04
21,SENTHILKUMAR C,Independent,24,1,25,0.01
22,SELVARAMLINGAM,Independent,196,4,200,0.11
23,SELVARAJ K R,Independent,62,0,62,0.03
24,BALAMURUGAN C,Independent,378,1,379,0.21
25,BALAMURUGAN S,Independent,52,1,53,0.03
26,BALAJICHEZHIAN P,Independent,54,0,54,0.03
27,RANJIT R,Independent,93,3,96,0.05
28,VELU K,Independent,126,1,127,0.07
29,NOTA,None of the Above,1506,12,1518,0.82
