O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,RAJAMANICKAM SIVA,All India Anna Dravida Munnetra Kazhagam,49570,209,49779,25.76
2,RAJAA T R B,Dravida Munnetra Kazhagam,86071,1101,87172,45.11
3,ARAVINDAN RAMA,Naam Tamilar Katchi,10398,40,10438,5.4
4,ANBANANDAM S,Makkal Needhi Maiam,1358,8,1366,0.71
5,KAMARAJ S,Amma Makkal Munnettra Kazagam,40271,210,40481,20.95
6,SATHISKUMAR S,Puthiya Tamilagam,584,4,588,0.3
7,KUMARESAN T,Independent,1837,8,1845,0.95
8,BARADHIDASAN T,Independent,95,2,97,0.05
9,MARIMUTHU A.V.M,Independent,124,1,125,0.06
10,MURUGAN S,Independent,376,2,378,0.2
11,NOTA,None of the Above,955,5,960,0.5
