O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,UDHAYAKUMAR R B,All India Anna Dravida Munnetra Kazhagam,99294,1044,100338,45.51
2,MANIMARAN M,Dravida Munnetra Kazhagam,84381,1870,86251,39.12
3,ATHI NARAYANAN K,Amma Makkal Munnettra Kazagam,13554,226,13780,6.25
4,ARUMUGAM K,Lok Jan Shakti Party,119,3,122,0.06
5,SARAL M,Naam Tamilar Katchi,11375,218,11593,5.26
6,NIRMAL M,My India Party,119,3,122,0.06
7,MARIKANNAN A,National Democratic Party of South India,95,3,98,0.04
8,RAMKUMAR M,Makkal Needhi Maiam,2748,27,2775,1.26
9,ALAGARSAMY M,Independent,71,0,71,0.03
10,KALI A,Independent,44,1,45,0.02
11,CHANDRASEKARAN R,Independent,42,2,44,0.02
12,THIRALIPANDI N,Independent,78,4,82,0.04
13,DURAIPANDI B,Independent,61,1,62,0.03
14,BALAMURUGAN N R,Independent,129,2,131,0.06
15,MUTHURAJA M,Independent,187,3,190,0.09
16,MUTHUVELRAJ P,Independent,501,2,503,0.23
17,RAMANATHAN A,Independent,683,1,684,0.31
18,RAMANATHAN M,Independent,433,0,433,0.2
19,RAMAMOORTHI R,Independent,163,2,165,0.07
20,RAJANBABU P,Independent,276,2,278,0.13
21,VEERANAN S,Independent,1566,10,1576,0.71
22,VEERAMANI V,Independent,41,1,42,0.02
23,VAIRASEEMAN G,Independent,64,0,64,0.03
24,JEGADEESH KUMAR R,Independent,74,1,75,0.03
25,NOTA,None of the Above,958,13,971,0.44
