O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,PRAKAASH Y,Dravida Munnetra Kazhagam,117199,1032,118231,47.65
2,JYOTHI S,All India Anna Dravida Munnetra Kazhagam,105475,389,105864,42.67
3,EZHILAN S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,460,2,462,0.19
4,GEETHA LAKSHMI S,Naam Tamilar Katchi,11391,31,11422,4.6
5,SUNDAR L,Shiv Sena,127,0,127,0.05
6,SELVAM G,New Generation People’s Party,145,0,145,0.06
7,MASOOD S,Makkal Needhi Maiam,6536,27,6563,2.65
8,MAREGOWDU M,Amma Makkal Munnettra Kazagam,806,0,806,0.32
9,JAYASEELAN G,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,64,1,65,0.03
10,KISHORE KUMAR R,Independent,54,0,54,0.02
11,GEETHA V,Independent,72,1,73,0.03
12,SHANMUGAM R,Independent,124,1,125,0.05
13,DEVAPPA Y,Independent,80,1,81,0.03
14,BALARAJU N,Independent,132,0,132,0.05
15,MUTHAMIZH MUDHALVAN S,Independent,395,2,397,0.16
16,MUTHU R K,Independent,585,0,585,0.24
17,RAMASWAMY G C,Independent,628,1,629,0.25
18,LOKESH V,Independent,361,0,361,0.15
19,NOTA,None of the Above,1968,8,1976,0.8
