O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,MAYURA S JAYAKUMAR,Indian National Congress,41663,720,42383,27.39
2,ROSHAN,Bahujan Samaj Party,272,2,274,0.18
3,VANATHI SRINIVASAN,Bharatiya Janata Party,52627,582,53209,34.38
4,ABDUL WAHAB,Naam Tamilar Katchi,4265,35,4300,2.78
5,KAMALHAASAN,Makkal Needhi Maiam,51087,394,51481,33.26
6,GOPALAKRISHNAN,New Generation People’s Party,126,1,127,0.08
7,SANMUGAVEL,Ganasangam Party of India,76,0,76,0.05
8,DURAISAMY @ CHALLENGER DURAI,Amma Makkal Munnettra Kazagam,690,11,701,0.45
9,RAGHUL GANDHI .K,Hindustan Janta Party,72,1,73,0.05
10,VIVEK SUBRAMANIAM,Manitha Urimaigal Kalaagam,74,0,74,0.05
11,VELLIMALAI,"Makkal Sananayaga Kudiyarasu Katchi,",59,0,59,0.04
12,ALPHONSERAJ,Independent,51,0,51,0.03
13,KUMAREASAN. K,Independent,58,0,58,0.04
14,SUNDARAVADIVELU,Independent,190,0,190,0.12
15,CHELLADURAI. S,Independent,29,0,29,0.02
16,SELVAKUMAR,Independent,163,0,163,0.11
17,DHANDABANI,Independent,181,0,181,0.12
18,NAGAVALLI,Independent,134,1,135,0.09
19,PALANIKUMAR.V,Independent,136,0,136,0.09
20,JAYACHANDRAN,Independent,62,0,62,0.04
21,JAYAPRAKASH.N,Independent,99,3,102,0.07
22,NOTA,None of the Above,887,14,901,0.58
