O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SUNDAR K,Dravida Munnetra Kazhagam,92161,1266,93427,44.38
2,SURESH D,Bahujan Samaj Party,600,2,602,0.29
3,SOMASUNDARAM V,All India Anna Dravida Munnetra Kazhagam,91127,678,91805,43.61
4,KAMACTHI.S,Naam Tamilar Katchi,11320,85,11405,5.42
5,SIVAKUMAR.A,Desiya Makkal Sakthi Katchi,134,2,136,0.06
6,SUSAIAPPAR.A,Makkal Needhi Maiam,2077,23,2100,1.0
7,RANJITHKUMAR.R.V,Amma Makkal Munnettra Kazagam,7181,30,7211,3.43
8,JAISUDHA.V,Republican Party of India (Athawale),82,3,85,0.04
9,AROKIASAMY.J,Independent,91,13,104,0.05
10,GUNASEKAR.V,Independent,104,0,104,0.05
11,SARAVANAN.A,Independent,298,6,304,0.14
12,SIVALINGAM.M,Independent,64,0,64,0.03
13,CHINNASWAMY.T,Independent,100,1,101,0.05
14,THANGARAJ.K,Independent,332,1,333,0.16
15,DEVARAJAN.C,Independent,140,1,141,0.07
16,PONNAMBALAM.R,Independent,752,1,753,0.36
17,MADHAVARAJ.K.V,Independent,448,0,448,0.21
18,JEEVANANTHAM.D,Independent,66,0,66,0.03
19,JAYABALAN.E,Independent,305,1,306,0.15
20,JAYARAMAN.C.A,Independent,81,1,82,0.04
21,NOTA,None of the Above,946,6,952,0.45
