O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KuPa Krishnan,All India Anna Dravida Munnetra Kazhagam,93131,858,93989,39.12
2,G.Selvakumar,Bahujan Samaj Party,805,6,811,0.34
3,Palaniyandi.M,Dravida Munnetra Kazhagam,112009,1895,113904,47.41
4,Annalakshmi,Desiya Makkal Sakthi Katchi,606,2,608,0.25
5,Sarubala.R.Thondaiman,Amma Makkal Munnettra Kazagam,3448,39,3487,1.45
6,K.Selvarathi,Naam Tamilar Katchi,17793,118,17911,7.46
7,Daniel Jude Martin,Makkal Munnetra Peravai,207,3,210,0.09
8,P.Balasubramanian,Samaniya Makkal Nala Katchi,88,1,89,0.04
9,S.Francis Mery,Indiya Jananayaka Katchi,1062,5,1067,0.44
10,M.Amsavalli,Independent,95,2,97,0.04
11,R.Uma,Independent,157,6,163,0.07
12,S.Suresh,Independent,386,2,388,0.16
13,V.Sethumadhavan,Independent,594,0,594,0.25
14,P.Ravichandran,Independent,422,1,423,0.18
15,Y.Jacob,Independent,4031,51,4082,1.7
16,NOTA,None of the Above,2391,26,2417,1.01
