O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ANNADURAI R,Bahujan Samaj Party,607,3,610,0.23
2,ANANDAN M S M,All India Anna Dravida Munnetra Kazhagam,126437,466,126903,48.53
3,MUTHURATHINAM K,Dravida Munnetra Kazhagam,93216,996,94212,36.03
4,ANTONY MARIARAJ A,Tamil Nadu Ilangyar Katchi,530,0,530,0.2
5,UMANATH R,United States of India Party,307,2,309,0.12
6,SIVAKUMAR G,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,162,0,162,0.06
7,SUBRAMANIAN S,Naam Tamilar Katchi,20470,54,20524,7.85
8,THINAKARAN K,Anna Dravidar Kazhagam,130,0,130,0.05
9,MAYILSAMY G,Makkal Needhi Maiam,10195,32,10227,3.91
10,JOTHIMANI R,Amma Makkal Munnettra Kazagam,2606,12,2618,1.0
11,SHAHUL HAMEED M,Independent,86,0,86,0.03
12,SARATHA T,Independent,112,0,112,0.04
13,THANGARAJ A,Independent,212,3,215,0.08
14,THUYAMANI R,Independent,690,3,693,0.26
15,MARUTHASALAM V,Independent,365,0,365,0.14
16,MUTHURATHINAM M,Independent,720,2,722,0.28
17,MUTHURATHINAM L,Independent,171,0,171,0.07
18,MURUGESAN K,Independent,584,3,587,0.22
19,RAMESH V,Independent,314,1,315,0.12
20,VIJIYAKUMAR M,Independent,214,4,218,0.08
21,NOTA,None of the Above,1793,9,1802,0.69
