O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Ramalingam K V,All India Anna Dravida Munnetra Kazhagam,78200,468,78668,38.27
2,Dhanalakshmi A,Bahujan Samaj Party,568,0,568,0.28
3,Muthusamy S,Dravida Munnetra Kazhagam,99032,1725,100757,49.01
4,Chandra kumar P,Naam Tamilar Katchi,13297,56,13353,6.5
5,Chandran M,Ambedkarite Party of India,113,0,113,0.05
6,Sivasubramaniyan S,Amma Makkal Munnettra Kazagam,728,2,730,0.36
7,Thangavel G,United States of India Party,106,3,109,0.05
8,Durai Sevugan,Makkal Needhi Maiam,8068,39,8107,3.94
9,Balasubramaniam K,India Dravida Makkal Munnetra Katchi,54,0,54,0.03
10,Madhan K,Ganasangam Party of India,108,0,108,0.05
11,Iyyavu R,Independent,71,2,73,0.04
12,Kalithass R,Independent,166,3,169,0.08
13,Muthusamy A,Independent,189,0,189,0.09
14,Vimala M,Independent,432,2,434,0.21
15,VENGATESAN A,Independent,177,2,179,0.09
16,NOTA,None of the Above,1954,14,1968,0.96
