O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Akhiljith Kallara,Bahujan Samaj Party,704,22,726,0.57
2,C.K Asha,Communist Party of India,69483,1905,71388,55.96
3,Dr.P.R Sona,Indian National Congress,41108,1158,42266,33.13
4,Ajitha Sabu,Bharath Dharma Jana Sena,11708,245,11953,9.37
5,Bindu,Bahujan Dravida Party,251,7,258,0.2
6,T.K Sabu,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),140,12,152,0.12
7,Kuttan Kattachira,Independent,150,13,163,0.13
8,NOTA,None of the Above,657,13,670,0.53
