O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,P NANDAKUMAR,Communist Party of India (Marxist),73331,1337,74668,51.35
2,Adv. A.M. ROHITH,Indian National Congress,56694,931,57625,39.63
3,ANVAR PAZHANJI,SOCIAL DEMOCRATIC PARTY OF INDIA,3041,24,3065,2.11
4,GANESH VADERI,Welfare Party Of India,1820,43,1863,1.28
5,SUBRAMANNIAN CHUNKAPPALLII,Bharath Dharma Jana Sena,7302,117,7419,5.1
6,Adv. ROSHITH. M.P.,Independent,147,21,168,0.12
7,K SADANANDAN,Independent,144,3,147,0.1
8,NOTA,None of the Above,462,5,467,0.32
