O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Krishnankutty. M,Bahujan Samaj Party,904,19,923,0.63
2,K. S. Sabarinadhan,Indian National Congress,59877,1853,61730,42.37
3,C. Sivankutty,Bharatiya Janata Party,15060,319,15379,10.55
4,Adv. G. Steephen,Communist Party of India (Marxist),64795,1981,66776,45.83
5,NOTA,None of the Above,885,15,900,0.62
