O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,O S AMBIKA,Communist Party of India (Marxist),67003,2895,69898,47.35
2,VIPINLAL VIDHYADHARAN,Bahujan Samaj Party,894,33,927,0.63
3,ADV. A SREEDHARAN,Revolutionary Socialist Party,35672,1266,36938,25.02
4,ADV. P SUDHEER,Bharatiya Janata Party,37455,807,38262,25.92
5,ASHA PRAKASH,Anna Democratic Human Rights Movement Party of India,332,7,339,0.23
6,AMBILI,Independent,178,13,191,0.13
7,NOTA,None of the Above,1032,39,1071,0.73
