O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Anil Akkara,Indian National Congress,64089,1769,65858,38.77
2,T.S Ullas Babu,Bharatiya Janata Party,21408,339,21747,12.8
3,Xavier Chittilappilly,Communist Party of India (Marxist),79216,1810,81026,47.7
4,Haji Aboobaker Kundukadan,Independent,378,10,388,0.23
5,NOTA,None of the Above,829,13,842,0.5
