O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,K RADHAKRISHNAN,Communist Party of India (Marxist),81885,1530,83415,54.41
2,C C SREEKUMAR,Indian National Congress,43150,865,44015,28.71
3,SHAJUMON VATTEKKAD,Bharatiya Janata Party,23716,329,24045,15.68
4,CHANDRAN THIYATH,SOCIAL DEMOCRATIC PARTY OF INDIA,1110,10,1120,0.73
5,NOTA,None of the Above,709,11,720,0.47
