O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,S. K. Ananthakrishnan,Indian National Congress,34611,833,35444,21.66
2,KRISHNAKUMAR.C,Bharatiya Janata Party,49301,899,50200,30.68
3,A. PRABHAKARAN,Communist Party of India (Marxist),74096,1838,75934,46.41
4,K.PRASAD,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),550,5,555,0.34
5,ABDUL RAHEEM. S,Independent,412,6,418,0.26
6,NOTA,None of the Above,1041,13,1054,0.64
