O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ANIAMMA TEACHER,Bharatiya Janata Party,7608,217,7825,5.13
2,SAJI KUTTIYANIMATTAM,Kerala Congress (M),64467,2287,66754,43.77
3,Adv. Sajeev Joseph,Indian National Congress,74194,2570,76764,50.33
4,CHACKO KARIMBIL,Independent,295,16,311,0.2
5,Joy John,Independent,123,5,128,0.08
6,SAJAN KUTTIYANIKKAL,Independent,268,7,275,0.18
7,NOTA,None of the Above,449,10,459,0.3
