O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,JAYAPRAKASAN K.P.,Bharatiya Janata Party,18237,228,18465,14.06
2,K.A.SHEEBA,Indian National Congress,42271,942,43213,32.9
3,P.P.SUMOD,Communist Party of India (Marxist),66560,1184,67744,51.58
4,C.A.USHAKUMARI,Welfare Party Of India,956,29,985,0.75
5,NOTA,None of the Above,928,12,940,0.72
