O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,M RAJAGOPALAN,Communist Party of India (Marxist),82556,3595,86151,53.71
2,SHIBIN T V,Bharatiya Janata Party,10621,340,10961,6.83
3,M P JOSEPH,Kerala Congress,58200,1814,60014,37.41
4,T MAHESH MASTER,Welfare Party Of India,799,18,817,0.51
5,LIYAKATHALI P,SOCIAL DEMOCRATIC PARTY OF INDIA,1188,23,1211,0.75
6,SUDHAN VELLARIKKUND,Anna Democratic Human Rights Movement Party of India,104,12,116,0.07
7,JOY JOHN,Independent,352,10,362,0.23
8,M V JOSEPH,Independent,192,26,218,0.14
9,NOTA,None of the Above,521,37,558,0.35
