O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,A. Nagesh (Parameswaran.A),Bharatiya Janata Party,34200,693,34893,22.33
2,P.C. Pushpakaran,Bahujan Samaj Party,440,15,455,0.29
3,K.K. Ramachandran,Communist Party of India (Marxist),71250,2115,73365,46.94
4,Sunil Anthikkad (Sunilkumar. P.V),Indian National Congress,44530,1482,46012,29.44
5,Rajesh Appatt,Communist Party of India (Marxist-Leninist) Red Star,475,14,489,0.31
6,NOTA,None of the Above,1053,16,1069,0.68
