O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Guruvayoorappan P E,Bahujan Samaj Party,1321,30,1351,0.98
2,U C Raman,Indian Union Muslim League,40046,616,40662,29.36
3,Santhakumari K,Communist Party of India (Marxist),66683,1198,67881,49.01
4,Suresh Babu M,Bharatiya Janata Party,27223,438,27661,19.97
5,NOTA,None of the Above,932,21,953,0.69
