O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Adv. Anju Mathew,Bahujan Samaj Party,1188,19,1207,0.92
2,Ligin Lal,Bharatiya Janata Party,11419,251,11670,8.88
3,Stephen George,Kerala Congress (M),53819,1591,55410,42.17
4,Adv. Jaimon Thankachan,Samajwadi Jan Parishad,287,15,302,0.23
5,Adv. Mons Joseph,Kerala Congress,57856,1810,59666,45.4
6,Vinod K Jose,Independent,2386,39,2425,1.85
7,NOTA,None of the Above,727,4,731,0.56
