O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ILLIKKAL AUGUSTHY,Revolutionary Socialist Party,34195,971,35166,22.67
2,BIJU ELAKKUZHI,Bharatiya Janata Party,17815,408,18223,11.75
3,K K SHAILAJA TEACHER,Communist Party of India (Marxist),93007,3122,96129,61.97
4,RAFEEK KEECHERY,SOCIAL DEMOCRATIC PARTY OF INDIA,4173,28,4201,2.71
5,AGUSTHY N A,Independent,603,16,619,0.4
6,NOTA,None of the Above,781,15,796,0.51
