O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Prakash.C,Bahujan Samaj Party,1302,48,1350,0.89
2,K. Babu,Communist Party of India (Marxist),77887,2258,80145,52.89
3,Anurag .A.N,Bharath Dharma Jana Sena,16388,278,16666,11.0
4,C.N.Vijayakrishnan,Communist Marxist Party Kerala State Committee,50491,950,51441,33.95
5,Babu S/o Kunchu,Independent,841,22,863,0.57
6,NOTA,None of the Above,1049,21,1070,0.71
