O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ABDUL HAMEED MASTER,Indian Union Muslim League,70342,1481,71823,47.43
2,PEETHAMBARAN PALAT,Bharatiya Janata Party,19304,549,19853,13.11
3,SASI KIZHAKKAN,Bahujan Samaj Party,845,36,881,0.58
4,Prof. A.P. ABDUL VAHAB,Indian National League,56401,1306,57707,38.11
5,NOTA,None of the Above,1141,9,1150,0.76
