O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,A P ANILKUMAR,Indian National Congress,85776,1639,87415,51.44
2,MIDHUNA P,Communist Party of India (Marxist),70548,1304,71852,42.28
3,Dr. P C VIJAYAN,Bharatiya Janata Party,6929,128,7057,4.15
4,KRISHNAN C,Welfare Party Of India,2843,100,2943,1.73
5,NOTA,None of the Above,660,4,664,0.39
