O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,C. P. Cheriya Muhammed,Indian Union Muslim League,61469,1755,63224,44.21
2,Baby Ambattu,Bharatiya Janata Party,7632,162,7794,5.45
3,Linto Joseph,Communist Party of India (Marxist),66017,1850,67867,47.46
4,K. P. Cheriya Muhammed S/o Kunhoyi,Independent,1100,21,1121,0.78
5,Prof.George Mathew Thottathimyalil,Independent,74,4,78,0.05
6,Linto Joseph S/o Sali,Independent,550,29,579,0.4
7,Lenilal. T. D.,Independent,78,2,80,0.06
8,Sunny. V. Joseph,Independent,1800,47,1847,1.29
9,NOTA,None of the Above,413,6,419,0.29
